PSTART 02-12-2020 04:19:19 T00 02-12 03:02 +21 C PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:19 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:20 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:21 PSTOP
PSTART 02-12-2020 04:19:22 PSTOP
PSTART 02-12-2020 04:19:22 PSTOP
PSTART 02-12-2020 04:19:22 PSTOP
PSTART 02-12-2020 04:19:22 PSTOP
