184,184,230,+23.94,1010.93
184,184,235,+23.94,1010.93
184,184,242,+23.94,1010.94
184,184,248,+23.94,1010.94
183,183,253,+23.94,1010.94
183,183,258,+23.94,1010.94
182,182,262,+23.94,1010.96
182,182,266,+23.94,1010.96
181,181,269,+23.94,1010.96
181,181,272,+23.94,1010.96
180,180,275,+23.94,1010.96
179,179,278,+23.94,1010.96
178,178,282,+23.94,1011.02
177,177,284,+23.94,1011.02
177,177,286,+23.94,1010.92
176,176,288,+23.94,1010.92
175,175,288,+23.94,1011.01
174,174,289,+23.94,1011.01
173,173,288,+23.94,1010.93
172,172,287,+23.94,1010.93
171,171,283,+23.94,1010.94
171,171,277,+23.94,1010.94
171,171,271,+23.94,1011.00
170,170,265,+23.94,1011.00
170,170,259,+23.93,1010.96
170,170,252,+23.93,1010.96
170,170,245,+23.94,1010.92
170,170,239,+23.94,1010.92
171,171,233,+23.94,1011.02
171,171,227,+23.94,1011.02
172,172,222,+23.94,1011.03
172,172,218,+23.94,1011.03
173,173,215,+23.94,1010.96
173,173,212,+23.94,1010.96
174,174,211,+23.94,1010.96
174,174,211,+23.94,1010.96
175,175,211,+23.94,1011.01
176,176,211,+23.94,1011.01
176,176,212,+23.93,1010.96
176,176,215,+23.93,1010.96
